Index,Value
380,10801
381,10863
382,10897
383,10898
384,10913
385,10934
386,10984
387,10985
388,10986
389,10997
390,11026
391,11064
392,11078
393,11105
394,11134
395,11164
396,11166
397,11199
398,11226
399,11264
400,11268
401,11283
402,11403
403,11417
404,11418
405,11435
406,11437
407,11453
408,11487
409,11493
410,11555
411,11588
412,11590
413,11637
414,11671
415,11767
416,11773
417,11814
418,11879
419,11938
420,11950
421,11977
422,12071
423,12094
424,12128
425,12162
426,12212
427,12224
428,12235
429,12241
430,12253
431,12301
432,12328
433,12334
434,12377
435,12381
436,12381
437,12504
438,12517
439,12546
440,12552
441,12591
442,12678
443,12697
444,12718
445,12764
446,12775
447,12800
448,12842
449,12888
450,12933
451,13019
452,13023
453,13067
454,13138
455,13162
456,13222
457,13230
458,13293
459,13303
460,13516
461,13534
462,13548
463,13554
464,13556
465,13585
466,13591
467,13642
468,13662
469,13662
470,13683
471,13723
472,13730
473,13780
474,13796
475,13818
476,13877
477,13885
478,13908
479,13940
480,14057
481,14064
482,14070
483,14088
484,14091
485,14104
486,14105
487,14150
488,14150
489,14165
490,14167
491,14188
492,14200
493,14234
494,14258
495,14305
496,14349
497,14384
498,14416
499,14428
500,14452
501,14472
502,14509
503,14520
504,14526
505,14534
506,14543
507,14562
508,14566
509,14593
510,14593
511,14618
512,14630
513,14645
514,14729
515,14744
516,14772
517,14856
518,14862
519,15000
520,15042
521,15222
522,15296
523,15331
524,15345
525,15446
526,15454
527,15494
528,15496
529,15503
530,15540
531,15622
532,15627
533,15644
534,15685
535,15689
536,15715
537,15723
538,15765
539,15795
540,15810
541,15839
542,15914
543,15918
544,15928
545,15974
546,15978
547,16024
548,16101
549,16116
550,16206
551,16237
552,16294
553,16346
554,16372
555,16378
556,16393
557,16400
558,16484
559,16535
560,16549
561,16570
562,16698
563,16712
564,16754
565,16780
566,16793
567,16806
568,16807
569,16833
570,16867
571,16903
572,16904
573,16968
574,16975
575,16989
576,16995
577,17068
578,17155
579,17192
580,17201
581,17214
582,17278
583,17291
584,17308
585,17313
586,17416
587,17547
588,17564
589,17581
590,17635
591,17675
592,17855
593,17870
594,17898
595,17909
596,17912
597,17924
598,17946
599,18003
600,18014
601,18045
602,18160
603,18180
604,18263
605,18293
606,18324
607,18363
608,18411
609,18480
610,18533
611,18685
612,18745
613,18795
614,18808
615,18854
616,18859
617,18885
618,18918
619,18923
620,18932
621,18938
622,18953
623,18958
624,18998
625,19114
626,19144
627,19214
628,19239
629,19332
630,19390
631,19424
632,19473
633,19587
634,19598
635,19671
636,19695
637,19697
638,19703
639,19748
640,19771
641,19782
642,19823
643,19864
644,19872
645,19921
646,19960
647,20060
648,20104
649,20106
650,20110
651,20125
652,20142
653,20152
654,20167
655,20199
656,20248
657,20254
658,20289
659,20291
660,20415
661,20425
662,20477
663,20531
664,20540
665,20541
666,20603
667,20618
668,20638
669,20657
670,20704
671,20723
672,20767
673,20818
674,20822
675,20828
676,20888
677,20915
678,20935
679,20935
680,20976
681,20990
682,21030
683,21050
684,21054
685,21103
686,21144
687,21151
688,21200
689,21220
690,21253
691,21285
692,21294
693,21364
694,21374
695,21381
696,21431
697,21443
698,21445
699,21478
700,21484
701,21503
702,21542
703,21567
704,21577
705,21683
706,21689
707,21701
708,21767
709,21774
710,21779
711,21840
712,21873
713,21985
714,22002
715,22008
716,22019
717,22030
718,22104
719,22107
720,22113
721,22117
722,22202
723,22278
724,22307
725,22329
726,22353
727,22367
728,22390
729,22421
730,22480
731,22481
732,22522
733,22525
734,22573
735,22677
736,22704
737,22727
738,22728
739,22877
740,22893
741,22899
742,22945
743,22965
744,22995
745,23026
746,23031
747,23055
748,23085
749,23120
750,23124
751,23155
752,23174
753,23175
754,23207
755,23222
756,23224
757,23226
758,23233
759,23329
760,23359
761,23365
762,23393
763,23403
764,23416
765,23420
766,23504
767,23512
768,23520
769,23532
770,23546
771,23556
772,23580
773,23650
774,23658
775,23697
776,23708
777,23711
778,23730
779,23739
780,23748
781,23762
782,23835
783,23870
784,23890
785,23963
786,23987
787,23998
788,24004
789,24023
790,24029
791,24042
792,24070
793,24092
794,24110
795,24112
796,24120
797,24129
798,24161
799,24186
800,24194
801,24208
802,24219
803,24243
804,24265
805,24294
806,24315
807,24322
808,24361
809,24390
810,24391
811,24443
812,24490
813,24547
814,24557
815,24586
816,24611
817,24652
818,24661
819,24668
820,24690
821,24710
822,24723
823,24773
824,24775
825,24777
826,24777
827,24787
828,24874
829,24878
830,24923
831,25023
832,25057
833,25124
834,25135
835,25172
836,25185
837,25199
838,25204
839,25228
840,25260
841,25319
842,25322
843,25327
844,25333
845,25334
846,25551
847,25581
848,25596
849,25606
850,25611
851,25625
852,25629
853,25666
854,25697
855,25715
856,25831
857,25901
858,25905
859,25916
860,25917
861,25930
862,25973
863,26034
864,26045
865,26075
866,26076
867,26081
868,26088
869,26096
870,26144
871,26157
872,26169
873,26176
874,26271
875,26313
876,26347
877,26376
878,26395
879,26446
880,26489
881,26528
882,26532
883,26554
884,26602
885,26645
886,26727
887,26731
888,26736
889,26802
890,26802
891,26828
892,26839
893,26848
894,26864
895,26889
896,26908
897,26956
898,26969
899,27036
900,27038
901,27136
902,27193
903,27289
904,27294
905,27407
906,27433
907,27465
908,27523
909,27559
910,27581
911,27623
912,27666
913,27666
914,27677
915,27693
916,27700
917,27716
918,27777
919,27818
920,27867
921,27982
922,28007
923,28022
924,28030
925,28033
926,28072
927,28115
928,28138
929,28149
930,28165
931,28195
932,28198
933,28291
934,28325
935,28341
936,28356
937,28376
938,28397
939,28420
940,28426
941,28460
942,28463
943,28487
944,28489
945,28524
946,28531
947,28547
948,28617
949,28638
950,28665
951,28732
952,28755
953,28831
954,28908
955,28918
956,28926
957,28953
958,29034
959,29051
960,29059
961,29061
962,29076
963,29087
964,29099
965,29131
966,29137
967,29147
968,29188
969,29266
970,29267
971,29321
972,29322
973,29373
974,29384
975,29387
976,29394
977,29405
978,29411
979,29411
980,29436
981,29438
982,29495
983,29498
984,29512
985,29551
986,29583
987,29642
988,29654
989,29697
990,29721
991,29723
992,29727
993,29756
994,29758
995,29759
996,29826
997,29880
998,29949
999,29961
1000,29965
1001,18041
1002,405
1003,10737
1004,27542
1005,22371
1006,15177
1007,16638
1008,10101
1009,25547
1010,14447
1011,5034
1012,14743
1013,5505
1014,23162
1015,22314
1016,17254
1017,19456
1018,13036
1019,20091
1020,28799
1021,20279
1022,29504
1023,14798
1024,15134
1025,9730
1026,23567
1027,28609
1028,2740
1029,19216
1030,17392
1031,8386
1032,3024
1033,5626
1034,26928
1035,13252
1036,19029
1037,19714
1038,18907
1039,2867
1040,5494
1041,1470
1042,6011
1043,9638
1044,22138
1045,29292
1046,23748
1047,12821
1048,20682
1049,17023
1050,300
1051,14395
1052,14433
1053,5389
1054,10925
1055,8041
1056,16956
1057,18288
1058,27068
1059,12318
1060,13167
1061,554
1062,29501
1063,14441
1064,16113
1065,10645
1066,13565
1067,26083
1068,18980
1069,16272
1070,26491
1071,3261
1072,4362
1073,21665
1074,23443
1075,7437
1076,10748
1077,10762
1078,19681
1079,17353
1080,28478
1081,17649
1082,8556
1083,7142
1084,26645
1085,12724
1086,2015
1087,8533
1088,2238
1089,4570
1090,6494
1091,10796
1092,6486
1093,11042
1094,26848
1095,9065
1096,20389
1097,7604
1098,1473
1099,18818
1100,26316
1101,15372
1102,4032
1103,4861
1104,29038
1105,22912
1106,1719
1107,29228
1108,22523
1109,21467
1110,3535
1111,7813
1112,21889
1113,19603
1114,9808
1115,24148
1116,25152
1117,15990
1118,16757
1119,27178
1120,10286
1121,3945
1122,2614
1123,14763
1124,21432
1125,17007
1126,23366
1127,25376
1128,3509
1129,11756
1130,9621
1131,25863
1132,28245
1133,24020
1134,18072
1135,25908
1136,15422
1137,11597
1138,16180
1139,20307
1140,26853
1141,1122
1142,28846
1143,6221
1144,17971
1145,16448
1146,28290
1147,25300
1148,28209
1149,25190
1150,1312
1151,6552
1152,25638
1153,28386
1154,18649
1155,8611
1156,24746
1157,2678
1158,18352
1159,14690
1160,4867
1161,9089
1162,4030
1163,23684
1164,13163
1165,29959
1166,13116
1167,26706
1168,22754
1169,23822
1170,375
1171,4354
1172,12889
1173,7970
1174,1367
1175,8913
1176,21393
1177,776
1178,13351
1179,24643
1180,18063
1181,18821
1182,3109
1183,1852
1184,22819
1185,3717
1186,15171
1187,1138
1188,24246
1189,969
1190,10901
1191,24847
1192,16771
1193,21955
1194,14527
1195,28087
1196,3695
1197,27044
1198,10153
1199,14902
1200,11646
1201,10870
1202,10896
1203,20392
1204,7467
1205,12985
1206,14948
1207,6288
1208,28015
1209,27274
1210,20286
1211,12167
1212,17361
1213,3443
1214,572
1215,28784
1216,13011
1217,13055
1218,4793
1219,10949
1220,17212
1221,6045
1222,19207
1223,29609
1224,27229
1225,12457
1226,29975
1227,4013
1228,2448
1229,27428
1230,15055
1231,14586
1232,14959
1233,1616
1234,26208
1235,13831
1236,24677
1237,22171
1238,3310
1239,26347
1240,15541
1241,6968
1242,28962
1243,17386
1244,6099
1245,7015
1246,17203
1247,1476
1248,19073
1249,6883
1250,28161
1251,2559
1252,26039
1253,20298
1254,6344
1255,2958
1256,23436
1257,29847
1258,17386
1259,26933
1260,23632
1261,5721
1262,15609
1263,12158
1264,28068
1265,22770
1266,15814
1267,1597
1268,3316
1269,27368
1270,17921
1271,23318
1272,17795
1273,17575
1274,11274
1275,19990
1276,2916
1277,6691
1278,4689
1279,21581
1280,14846
1281,16724
1282,29832
1283,14756
1284,5948
1285,7452
1286,2090
1287,1250
1288,23685
1289,11904
1290,13422
1291,3780
1292,13859
1293,29245
1294,7026
1295,3136
1296,14528
1297,21492
1298,25726
1299,7359
1300,27198
1301,3461
1302,20915
1303,29233
1304,21145
1305,20014
1306,18077
1307,9094
1308,910
1309,25058
1310,115
1311,16090
1312,10791
1313,7833
1314,1778
1315,12747
1316,9045
1317,8514
1318,27125
1319,9939
1320,5552
1321,5991
1322,15236
1323,24534
1324,26616
1325,6241
1326,21902
1327,24718
1328,14261
1329,12478
1330,7559
1331,25426
1332,679
1333,19138
1334,13102
1335,4278
1336,26453
1337,8191
1338,7100
1339,5766
1340,23731
1341,3765
1342,5689
1343,11300
1344,15474
1345,24491
1346,28294
1347,14543
1348,1550
1349,18547
1350,21869
1351,24175
1352,11492
1353,23106
1354,7427
1355,17934
1356,13931
1357,8904
1358,5911
1359,9393
1360,29233
1361,13141
1362,25399
1363,7231
1364,27354
1365,19780
1366,1951
1367,17685
1368,19337
1369,15183
1370,10410
1371,1782
1372,12521
1373,18285
1374,10482
1375,2334
1376,16778
1377,4413
1378,26151
1379,2845
1380,18030
1381,2828
1382,3837
1383,5929
1384,22167
1385,23658
1386,29175
1387,4610
1388,29209
1389,17381
1390,9866
1391,12974
1392,25256
1393,9435
1394,26252
1395,22745
1396,14544
1397,20630
1398,5876
1399,21955
1400,22860
1401,2781
1402,2364
1403,2719
1404,660
1405,4110
1406,4738
1407,21375
1408,15597
1409,23298
1410,25030
1411,22289
1412,11501
1413,5685
1414,6829
1415,23881
1416,16160
1417,22411
1418,7977
1419,5854
1420,21593
1421,10494
1422,22490
1423,27715
1424,10188
1425,5626
1426,24043
1427,19618
1428,21625
1429,6541
1430,9834
1431,3964
1432,9662
1433,6553
1434,24666
1435,26013
1436,6721
1437,18151
1438,2709
1439,23055
1440,2894
1441,870
1442,23967
1443,18148
1444,23792
1445,14692
1446,10385
1447,7979
1448,26104
1449,25440
1450,4232
1451,7662
1452,17300
1453,13934
1454,16932
1455,17708
1456,11765
1457,2949
1458,6401
1459,6575
1460,15266
1461,10566
1462,3237
1463,13507
1464,14
1465,28622
1466,8151
1467,23222
1468,4740
1469,6651
1470,9864
1471,29765
1472,22460
1473,22922
1474,6388
1475,12648
1476,9277
1477,15392
1478,24926
1479,25534
1480,1022
1481,1228
1482,729
1483,3128
1484,23400
1485,903
1486,5079
1487,1436
1488,15874
1489,9212
1490,18245
1491,27791
1492,26773
1493,17178
1494,5152
1495,58
1496,14236
1497,15086
1498,4277
1499,13433
1500,5379
1501,15041
1502,20496
1503,19568
1504,16516
1505,5807
1506,13947
1507,29679
1508,7098
1509,20009
1510,19875
1511,9281
1512,22112
1513,3774
1514,11949
1515,8757
1516,5258
1517,16323
1518,11649
1519,8929
1520,6900
1521,5658
1522,17239
1523,5404
1524,3889
1525,14353
1526,13015
1527,18100
1528,15653
1529,12616
1530,25394
1531,12542
1532,27973
1533,8168
1534,27757
1535,12977
1536,16637
1537,16073
1538,5436
1539,22425
1540,21641
1541,29643
1542,6620
1543,6500
1544,2030
1545,1541
1546,15076
1547,16642
1548,15935
1549,9701
1550,26643
1551,9620
1552,14032
1553,8334
1554,1740
1555,2028
1556,20872
1557,28693
1558,29092
1559,16687
1560,10812
1561,7845
1562,3385
1563,3276
1564,23602
1565,7577
1566,28325
1567,25405
1568,13216
1569,4235
1570,8735
1571,6094
1572,8251
1573,1088
1574,9259
1575,6671
1576,15311
1577,10763
1578,25995
1579,13796
1580,2845
1581,24673
1582,26640
1583,23224
1584,19075
1585,5798
1586,29873
1587,21480
1588,13820
1589,3848
1590,16196
1591,2917
1592,5584
1593,26273
1594,26257
1595,7807
1596,2395
1597,2585
1598,16020
1599,18994
1600,27222
1601,10864
1602,23942
1603,19557
1604,19861
1605,9529
1606,4595
1607,7629
1608,8943
1609,17548
1610,14470
1611,23099
1612,15668
1613,2035
1614,6195
1615,5230
1616,12522
1617,26704
1618,11865
1619,7922
1620,23173
1621,16681
1622,3479
1623,19356
1624,4566
1625,29787
1626,7139
1627,12011
1628,16281
1629,26530
1630,17617
1631,1542
1632,25464
1633,23674
1634,29330
1635,19079
1636,15751
1637,5430
1638,3310
1639,153
1640,5246
1641,26231
1642,23639
1643,3531
1644,9299
1645,14928
1646,10001
1647,21576
1648,15225
1649,10114
1650,983
1651,16071
1652,4376
1653,2082
1654,21985
1655,13865
1656,29972
1657,8402
1658,4249
1659,7139
1660,8074
1661,29953
1662,18735
1663,5015
1664,25998
1665,23814
1666,12597
1667,641
1668,6096
1669,15916
1670,14387
1671,18624
1672,16428
1673,26018
1674,11638
1675,15908
1676,1502
1677,16990
1678,15955
1679,29641
1680,15911
1681,1189
1682,29990
1683,7965
1684,5426
1685,11606
1686,23399
1687,25329
1688,11548
1689,7554
1690,8592
1691,26311
1692,1875
1693,17422
1694,26157
1695,18305
1696,12205
1697,20939
1698,4497
1699,16111
1700,18694
1701,9581
1702,1508
1703,10485
1704,11192
1705,22609
1706,11360
1707,28588
1708,7655
1709,15039
1710,16943
1711,17849
1712,23998
1713,12424
1714,21689
1715,27034
1716,2194
1717,21417
1718,29568
1719,4941
1720,29631
1721,17653
1722,1936
1723,13592
1724,15221
1725,528
1726,21540
1727,21613
1728,13095
1729,6164
1730,10909
1731,14473
1732,2807
1733,589
1734,27189
1735,3217
1736,18935
1737,17663
1738,10509
1739,26941
1740,5462
1741,20613
1742,27543
1743,28153
1744,21078
1745,26052
1746,25869
1747,28336
1748,17490
1749,6124
1750,6460
1751,12818
1752,14939
1753,15363
1754,17774
1755,16165
1756,12177
1757,17264
1758,4187
1759,25016
1760,5645
1761,11407
1762,20972
1763,1116
1764,28740
1765,6998
1766,12052
1767,4815
1768,3895
1769,29135
1770,23710
1771,4415
1772,5485
1773,29623
1774,27644
1775,14248
1776,17947
1777,1478
1778,1866
1779,22086
1780,8338
1781,27521
1782,13571
1783,7335
1784,20546
1785,11430
1786,22875
1787,392
1788,5237
1789,17272
1790,19649
1791,18773
1792,5696
1793,22582
1794,28567
1795,11853
1796,1623
1797,6593
1798,4575
1799,25728
1800,19857
1801,22261
1802,29639
1803,26420
1804,7686
1805,27116
1806,21390
1807,23402
1808,17652
1809,8223
1810,25479
1811,17802
1812,17273
1813,12292
1814,11270
1815,2632
1816,22209
1817,7250
1818,8209
1819,19872
1820,4451
1821,3777
1822,117
1823,8985
1824,4539
1825,4649
1826,12789
1827,17293
1828,29192
1829,284
1830,762
1831,6399
1832,7678
1833,4109
1834,19378
1835,28994
1836,19468
1837,22728
1838,18115
1839,8597
1840,9398
1841,1237
1842,10389
1843,22824
1844,24487
1845,15036
1846,14569
1847,29250
1848,27286
1849,24335
1850,8034
1851,29731
1852,24541
1853,3128
1854,19360
1855,6255
1856,19714
1857,27247
1858,26156
1859,7045
1860,6805
1861,17177
1862,18052
1863,19169
1864,22305
1865,18205
1866,17579
1867,17356
1868,12125
1869,19350
1870,23408
1871,20922
1872,20780
1873,23595
1874,11164
1875,29743
1876,15244
1877,5105
1878,16276
1879,10689
1880,27496
1881,3696
1882,26739
1883,12531
1884,266
1885,11725
1886,22599
1887,20744
1888,28864
1889,3306
1890,5341
1891,19235
1892,12393
1893,6581
1894,10904
1895,29786
1896,5217
1897,14976
1898,18132
1899,26433
1900,22866
1901,4869
1902,26886
1903,12707
1904,8330
1905,5240
1906,24457
1907,23434
1908,9247
1909,20863
1910,775
1911,12153
1912,9679
1913,2501
1914,1076
1915,14500
1916,9489
1917,3366
1918,11892
1919,21103
1920,29986
1921,13557
1922,4469
1923,25219
1924,12243
1925,16595
1926,12011
1927,13118
1928,14563
1929,24885
1930,408
1931,28833
1932,26565
1933,27982
1934,19408
1935,23620
1936,18653
1937,4388
1938,24689
1939,24977
1940,24261
1941,11203
1942,862
1943,26629
1944,27247
1945,21788
1946,22778
1947,15275
1948,16591
1949,16993
1950,15308
1951,27179
1952,5390
1953,27286
1954,26485
1955,7469
1956,22984
1957,1734
1958,29378
1959,16052
1960,24645
1961,13283
1962,25408
1963,7171
1964,19702
1965,17821
1966,12428
1967,23306
1968,26083
1969,29565
1970,25908
1971,16618
1972,16224
1973,28942
1974,6219
1975,17973
1976,17094
1977,12361
1978,4010
1979,4177
1980,2699
1981,3312
1982,17487
1983,11198
1984,12129
1985,22349
1986,1432
1987,17557
1988,28145
1989,1083
1990,22199
1991,26694
1992,26176
1993,12661
1994,11763
1995,16353
1996,28342
1997,6061
1998,24930
1999,26196
2000,26357
2001,17912
2002,18953
2003,12585
2004,15426
2005,18463
2006,6199
2007,16697
2008,16715
2009,9255
2010,20217
2011,20214
2012,27167
2013,24041
2014,9126
2015,9665
2016,21178
2017,2534
2018,11557
2019,13562
2020,15041
2021,15309
2022,1380
2023,3099
2024,24369
2025,26449
2026,5717
2027,12145
2028,16887
2029,7702
2030,9275
2031,14379
2032,7741
2033,26212
2034,27800
2035,19220
2036,8203
2037,15612
2038,27939
2039,1014
2040,17749
2041,16496
2042,15903
2043,1467
2044,14756
2045,13796
2046,24098
2047,23716
2048,3906
2049,10093
2050,3757
2051,16024
2052,17846
2053,22872
2054,25144
2055,305
2056,7737
2057,850
2058,9200
2059,19253
2060,17269
2061,11947
2062,9265
2063,9619
2064,17794
2065,20673
2066,28769
2067,26008
2068,25046
2069,4880
2070,18110
2071,27685
2072,1808
2073,18059
2074,6783
2075,7615
2076,10998
2077,9361
2078,28516
2079,3152
2080,9231
2081,8705
2082,3878
2083,3449
2084,7170
2085,16411
2086,14604
2087,29783
2088,13284
2089,9140
2090,5581
2091,22347
2092,15926
2093,8382
2094,26301
2095,19384
2096,25694
2097,3283
2098,22709
2099,5671
2100,22182
2101,22153
2102,22805
2103,11708
2104,18393
2105,9044
2106,27893
2107,8369
2108,4371
2109,9744
2110,13852
2111,10338
2112,25508
2113,14649
2114,11063
2115,28719
2116,21140
2117,21510
2118,29177
2119,19443
2120,8026
2121,22041
2122,24742
2123,29030
2124,26042
2125,27111
2126,23405
2127,22388
2128,18253
2129,3647
2130,7207
2131,3748
2132,4373
2133,8859
2134,22566
2135,7347
2136,5965
2137,19073
2138,4417
2139,26499
2140,19770
2141,21935
2142,21776
2143,25926
2144,9667
2145,13516
2146,10210
2147,20386
2148,24009
2149,28776
2150,16518
2151,20821
2152,12501
2153,4059
2154,10014
2155,14009
2156,18237
2157,1113
2158,13726
2159,21244
2160,5877
2161,6095
2162,10507
2163,24351
2164,25947
2165,2429
2166,14643
2167,6821
2168,9541
2169,5762
2170,6395
2171,4052
2172,4790
2173,22455
2174,13421
2175,13771
2176,16024
2177,23621
2178,27829
2179,13008
2180,14278
2181,28893
2182,8360
2183,17224
2184,3211
2185,4855
2186,22360
2187,9756
2188,12963
2189,18064
2190,25622
2191,9640
2192,14101
2193,16487
2194,1056
2195,1253
2196,12752
2197,18572
2198,24253
2199,5605
2200,1113
2201,26071
2202,19489
2203,16694
2204,509
2205,5244
2206,25201
2207,7873
2208,21252
2209,3585
2210,18995
2211,8836
2212,20407
2213,6487
2214,21560
2215,25037
2216,11539
2217,15367
2218,24084
2219,18708
2220,279
2221,9464
2222,9088
2223,2879
2224,21801
2225,26721
2226,6907
2227,15391
2228,16210
2229,18404
2230,29227
2231,21858
2232,21643
2233,22670
2234,26389
2235,3173
2236,26255
2237,20043
2238,24073
2239,7346
2240,20241
2241,20041
2242,26242
2243,13261
2244,4479
2245,7889
2246,23775
2247,1716
2248,27509
2249,20701
2250,25338
2251,3175
2252,8074
2253,27693
2254,20956
2255,23838
2256,11958
2257,24150
2258,16099
2259,25765
2260,21377
2261,6818
2262,1
2263,20803
2264,12341
2265,25971
2266,1489
2267,7877
2268,9343
2269,2034
2270,330
2271,29169
2272,19879
2273,3585
2274,1768
2275,26565
2276,857
2277,26278
2278,14437
2279,10766
2280,17060
2281,27042
2282,17820
2283,2667
2284,20110
2285,3735
2286,23656
2287,6868
2288,27072
2289,15685
2290,5525
2291,2866
2292,465
2293,22384
2294,18924
2295,391
2296,11527
2297,12407
2298,5346
2299,19439
2300,29408
2301,17080
2302,6942
2303,1149
2304,11962
2305,1183
2306,19641
2307,5195
2308,28739
2309,18164
2310,9479
2311,19812
2312,28911
2313,9205
2314,6355
2315,11276
2316,14858
2317,15522
2318,14521
2319,2565
2320,8524
2321,18294
2322,7495
2323,16744
2324,19094
2325,5204
2326,3394
2327,16566
2328,193
2329,26394
2330,14067
2331,7497
2332,65
2333,27197
2334,21193
2335,17526
2336,564
2337,15822
2338,19786
2339,9259
2340,22669
2341,7956
2342,18557
2343,27923
2344,4426
2345,7825
2346,3209
2347,2590
2348,934
2349,22846
2350,21247
2351,1416
2352,5531
2353,2583
2354,27649
2355,26082
2356,14742
2357,6159
2358,1502
2359,18849
2360,20491
2361,19376
2362,17064
2363,15342
2364,10866
2365,23382
2366,22171
2367,3779
2368,25284
2369,27768
2370,16862
2371,13106
2372,10577
2373,27725
2374,6354
2375,29214
2376,11450
2377,1828
2378,25583
2379,19591
2380,1406
2381,14583
2382,2218
2383,11890
2384,15648
2385,1719
2386,11680
2387,25746
2388,8268
2389,25506
2390,781
2391,27791
2392,18201
2393,4886
2394,28573
2395,9796
2396,25595
2397,12243
2398,26072
2399,27525
2400,292
2401,25049
2402,18692
2403,13655
2404,7678
2405,18332
2406,26024
2407,26274
2408,16100
2409,26288
2410,19165
2411,20596
2412,18145
2413,28205
2414,24537
2415,21555
2416,28672
2417,2971
2418,15305
2419,25473
2420,26511
2421,10196
2422,29495
2423,2555
2424,11615
2425,12559
2426,22808
2427,9370
2428,12258
2429,19254
2430,26965
2431,4709
2432,13547
2433,12238
2434,5108
2435,7223
2436,18638
2437,3929
2438,15556
2439,19366
2440,3935
2441,14057
2442,27649
2443,7087
2444,15545
2445,29810
2446,18741
2447,27325
2448,6111
2449,21148
2450,11973
2451,18199
2452,8613
2453,22690
2454,9098
2455,20100
2456,4077
2457,6100
2458,6150
2459,3251
2460,22675
2461,8248
2462,2276
2463,10268
2464,23001
2465,4245
2466,7984
2467,1726
2468,5643
2469,18626
2470,8529
2471,11217
2472,17755
2473,4175
2474,23280
2475,28926
2476,15942
2477,5289
2478,265
2479,2629
2480,1129
2481,4820
2482,22186
2483,17550
2484,18808
2485,18750
2486,4075
2487,26284
2488,1243
2489,25674
2490,17076
2491,8665
2492,15984
2493,193
2494,17316
2495,2112
2496,20955
2497,28262
2498,29460
2499,24898
2500,11945
2501,19410
2502,23403
2503,23716
2504,3607
2505,17913
2506,11987
2507,1399
2508,4903
2509,10419
