Index,Value
735,22522
736,22551
737,22576
738,22660
739,22665
740,22709
741,22713
742,22715
743,22756
744,22763
745,22871
746,22875
747,22902
748,22925
749,22926
750,22962
751,23103
752,23206
753,23211
754,23220
755,23226
756,23240
757,23245
758,23302
759,23335
760,23381
761,23416
762,23435
763,23454
764,23485
765,23513
766,23528
767,23576
768,23583
769,23584
770,23592
771,23608
772,23675
773,23684
774,23720
775,23722
776,23734
777,23739
778,23745
779,23775
780,23777
781,23836
782,23842
783,23846
784,24039
785,24044
786,24045
787,24072
788,24080
789,24116
790,24146
791,24156
792,24216
793,24226
794,24235
795,24280
796,24324
797,24384
798,24392
799,24414
800,24428
801,24451
802,24475
803,24492
804,24514
805,24525
806,24573
807,24607
808,24618
809,24628
810,24645
811,24655
812,24700
813,24701
814,24705
815,24707
816,24779
817,24790
818,24850
819,24855
820,24957
821,24959
822,24986
823,24992
824,25005
825,25010
826,25043
827,25051
828,25058
829,25079
830,25153
831,25315
832,25317
833,25377
834,25393
835,25406
836,25432
837,25444
838,25453
839,25458
840,25463
841,25487
842,25522
843,25542
844,25594
845,25637
846,25772
847,25784
848,25793
849,25848
850,25907
851,25924
852,25940
853,25976
854,25984
855,26002
856,26018
857,26024
858,26026
859,26031
860,26060
861,26088
862,26090
863,26101
864,26159
865,26160
866,26168
867,26196
868,26207
869,26219
870,26229
871,26248
872,26288
873,26330
874,26337
875,26359
876,26414
877,26432
878,26473
879,26475
880,26475
881,26531
882,26589
883,26598
884,26641
885,26662
886,26765
887,26771
888,26779
889,26814
890,26843
891,26859
892,26866
893,26873
894,26878
895,26901
896,26982
897,27025
898,27089
899,27090
900,27104
901,27140
902,27161
903,27176
904,27217
905,27238
906,27241
907,27282
908,27307
909,27309
910,27312
911,27313
912,27347
913,27436
914,27510
915,27520
916,27528
917,27579
918,27591
919,27597
920,27628
921,27650
922,27694
923,27781
924,27814
925,27864
926,27876
927,27878
928,27907
929,27927
930,27965
931,27973
932,27977
933,27981
934,27988
935,28011
936,28031
937,28099
938,28200
939,28216
940,28218
941,28272
942,28279
943,28290
944,28381
945,28402
946,28412
947,28430
948,28458
949,28487
950,28560
951,28627
952,28663
953,28667
954,28670
955,28687
956,28688
957,28888
958,28940
959,28949
960,29037
961,29224
962,29266
963,29314
964,29324
965,29378
966,29380
967,29396
968,29399
969,29471
970,29492
971,29509
972,29518
973,29526
974,29556
975,29635
976,29647
977,29662
978,29677
979,29678
980,29697
981,29700
982,29700
983,29708
984,29713
985,29718
986,29727
987,29739
988,29790
989,29804
990,29876
991,29890
992,29922
993,29937
994,29967
995,7317
996,23363
997,71
998,908
999,28617
1000,26314
1001,2691
1002,11391
1003,29721
1004,11758
1005,4045
1006,20501
1007,15007
1008,23809
1009,11616
1010,20377
1011,1127
1012,21172
1013,9040
1014,14910
1015,28812
1016,18074
1017,13960
1018,7079
1019,95
1020,19655
1021,20763
1022,4933
1023,18479
1024,3488
1025,9283
1026,14778
1027,10713
1028,14695
1029,118
1030,8088
1031,25372
1032,22940
1033,1643
1034,28149
1035,6834
1036,7213
1037,20503
1038,24450
1039,3294
1040,3264
1041,29432
1042,14611
1043,3787
1044,6299
1045,20126
1046,23358
1047,29426
1048,29006
1049,4081
1050,6372
1051,5978
1052,25826
1053,6653
1054,6495
1055,5675
1056,11621
1057,22504
1058,20648
1059,29913
1060,12740
1061,2651
1062,10805
1063,25686
1064,5181
1065,10842
1066,4869
1067,17161
1068,1746
1069,1827
1070,13618
1071,6444
1072,3761
1073,23781
1074,4582
1075,26580
1076,1709
1077,25322
1078,9775
1079,3507
1080,6976
1081,5346
1082,15436
1083,19621
1084,27221
1085,2902
1086,29688
1087,29201
1088,28136
1089,24309
1090,23957
1091,20066
1092,13554
1093,16754
1094,19182
1095,1773
1096,3187
1097,25132
1098,6023
1099,20324
1100,4838
1101,1053
1102,16561
1103,18312
1104,6509
1105,29663
1106,24455
1107,14133
1108,1367
1109,10768
1110,25190
1111,13269
1112,19326
1113,11463
1114,8329
1115,21416
1116,14819
1117,5180
1118,18452
1119,15406
1120,17338
1121,611
1122,29091
1123,28964
1124,29199
1125,18248
1126,18064
1127,10451
1128,9305
1129,25557
1130,13934
1131,13985
1132,26514
1133,25865
1134,16525
1135,9924
1136,28142
1137,5441
1138,21619
1139,3852
1140,2222
1141,9795
1142,8342
1143,5516
1144,4016
1145,14703
1146,8113
1147,17286
1148,10738
1149,4318
1150,12853
1151,4668
1152,12163
1153,13400
1154,29923
1155,22482
1156,25033
1157,6665
1158,1849
1159,26478
1160,11988
1161,29423
1162,17685
1163,1445
1164,8760
1165,24219
1166,6955
1167,7250
1168,20582
1169,12690
1170,16422
1171,8318
1172,28582
1173,13735
1174,25178
1175,22487
1176,6000
1177,6634
1178,11297
1179,635
1180,19427
1181,8074
1182,8918
1183,13465
1184,26598
1185,16124
1186,26936
1187,3531
1188,22510
1189,25873
1190,13944
1191,13958
1192,17980
1193,25756
1194,11775
1195,9111
1196,4685
1197,19826
1198,7741
1199,26255
1200,1045
1201,3713
1202,22251
1203,20828
1204,17846
1205,1111
1206,8499
1207,18906
1208,21733
1209,613
1210,24975
1211,7375
1212,13632
1213,7396
1214,811
1215,23829
1216,1578
1217,12193
1218,21722
1219,23870
1220,21890
1221,834
1222,25815
1223,12871
1224,8419
1225,7283
1226,28164
1227,19469
1228,23163
1229,2252
1230,29526
1231,1905
1232,2706
1233,12352
1234,15130
1235,11704
1236,14286
1237,18072
1238,26708
1239,15710
1240,1996
1241,26007
1242,5842
1243,15651
1244,608
1245,7898
1246,7583
1247,21910
1248,6104
1249,5919
1250,11145
1251,10568
1252,196
1253,28239
1254,29185
1255,8689
1256,8471
1257,8061
1258,18301
1259,28297
1260,9480
1261,8402
1262,2709
1263,13517
1264,29802
1265,18386
1266,3458
1267,18400
1268,9515
1269,22801
1270,16520
1271,4568
1272,3358
1273,10316
1274,14271
1275,1588
1276,18857
1277,11217
1278,12905
1279,16643
1280,21864
1281,3402
1282,25209
1283,26673
1284,2570
1285,8023
1286,3811
1287,17867
1288,12001
1289,6630
1290,14605
1291,17315
1292,19405
1293,19495
1294,22249
1295,23679
1296,17213
1297,25493
1298,5192
1299,18884
1300,7806
1301,2000
1302,10235
1303,24302
1304,25927
1305,21877
1306,28438
1307,14354
1308,11722
1309,4813
1310,27398
1311,29412
1312,13263
1313,23972
1314,2077
1315,6591
1316,1815
1317,4640
1318,6421
1319,21349
1320,17936
1321,3873
1322,5834
1323,3108
1324,16676
1325,8654
1326,11920
1327,3537
1328,25376
1329,12205
1330,18799
1331,18215
1332,18441
1333,27083
1334,22563
1335,4599
1336,2182
1337,10132
1338,1003
1339,22047
1340,4455
1341,8252
1342,28261
1343,17226
1344,5730
1345,9146
1346,3676
1347,11131
1348,575
1349,1763
1350,2329
1351,4636
1352,14558
1353,13586
1354,10480
1355,12359
1356,18342
1357,20865
1358,21190
1359,21665
1360,13292
1361,7395
1362,23227
1363,13391
1364,410
1365,22336
1366,9753
1367,22574
1368,13155
1369,27333
1370,4851
1371,20985
1372,21200
1373,28314
1374,23624
1375,29066
1376,18269
1377,9744
1378,5858
1379,27854
1380,29355
1381,20890
1382,13962
1383,12511
1384,10457
1385,5112
1386,25473
1387,21773
1388,27441
1389,5412
1390,7584
1391,24867
1392,8847
1393,2810
1394,18937
1395,9623
1396,20886
1397,13115
1398,15105
1399,18313
1400,15387
1401,12948
1402,1937
1403,12420
1404,7935
1405,12863
1406,3356
1407,4010
1408,22048
1409,28407
1410,9064
1411,5053
1412,16379
1413,9338
1414,15276
1415,3257
1416,29009
1417,26705
1418,20776
1419,15218
1420,18285
1421,26887
1422,12462
1423,19437
1424,6026
1425,17482
1426,10210
1427,1856
1428,15031
1429,29214
1430,3009
1431,17553
1432,26610
1433,7597
1434,16036
1435,24097
1436,18244
1437,24955
1438,6987
1439,12517
1440,18146
1441,28488
1442,17673
1443,23493
1444,4023
1445,15096
1446,14492
1447,2130
1448,15341
1449,5860
1450,13741
1451,1247
1452,24380
1453,21913
1454,15058
1455,26481
1456,19578
1457,14225
1458,11824
1459,23661
1460,18780
1461,22765
1462,2341
1463,4301
1464,27270
1465,11248
1466,8053
1467,13268
1468,12972
1469,15501
1470,25127
1471,1153
1472,5605
1473,25818
1474,19066
1475,17632
1476,20070
1477,15807
1478,15456
1479,9383
1480,3677
1481,5231
1482,27800
1483,2089
1484,3582
1485,16445
1486,18438
1487,27322
1488,4963
1489,13234
1490,7235
1491,24663
1492,16108
1493,28765
1494,19002
1495,27920
1496,18269
1497,18096
1498,24922
1499,18610
1500,27323
1501,11082
1502,3550
1503,1980
1504,26918
1505,14692
1506,8280
1507,15022
1508,21231
1509,4472
1510,19548
1511,28847
1512,8712
1513,27648
1514,12901
1515,850
1516,5223
1517,18423
1518,2468
1519,14762
1520,25722
1521,1074
1522,9249
1523,9438
1524,28194
1525,24109
1526,20097
1527,18524
1528,11284
1529,950
1530,256
1531,7776
1532,7501
1533,15448
1534,3562
1535,27244
1536,10111
1537,22226
1538,5495
1539,4573
1540,28794
1541,23684
1542,20379
1543,5308
1544,17187
1545,8409
1546,19222
1547,26054
1548,7883
1549,4567
1550,9762
1551,14701
1552,2215
1553,14655
1554,15472
1555,3757
1556,10688
1557,11061
1558,10602
1559,11895
1560,7561
1561,25237
1562,14397
1563,23539
1564,9915
1565,21749
1566,24183
1567,2956
1568,11030
1569,23142
1570,11562
1571,15919
1572,2822
1573,23694
1574,13410
1575,17351
1576,11954
1577,18621
1578,29747
1579,4713
1580,22503
1581,25881
1582,4961
1583,2018
1584,3806
1585,22523
1586,9382
1587,13873
1588,18796
1589,12418
1590,27785
1591,11510
1592,881
1593,14267
1594,3118
1595,25317
1596,16504
1597,135
1598,10884
1599,24016
1600,12091
1601,19104
1602,7845
1603,2559
1604,469
1605,29529
1606,26603
1607,5845
1608,15884
1609,15215
1610,22490
1611,13912
1612,9513
1613,15884
1614,4871
1615,7425
1616,9129
1617,19625
1618,11796
1619,28423
1620,8767
1621,4911
1622,5791
1623,462
1624,1978
1625,14190
1626,9446
1627,12357
1628,5600
1629,2686
1630,14630
1631,18473
1632,9183
1633,25278
1634,18257
1635,7102
1636,24475
1637,15331
1638,7424
1639,15866
1640,23891
1641,16410
1642,6628
1643,6239
1644,6381
1645,21834
1646,7717
1647,18028
1648,18594
1649,25462
1650,10389
1651,11882
1652,22890
1653,18332
1654,19053
1655,27111
1656,12312
1657,7526
1658,4709
1659,15326
1660,14218
1661,7453
1662,4151
1663,11462
1664,7567
1665,4784
1666,3219
1667,12992
1668,3146
1669,15173
1670,22818
1671,25174
1672,24895
1673,26261
1674,15767
1675,7093
1676,4581
1677,1475
1678,15902
1679,15223
1680,15396
1681,18398
1682,8869
1683,26558
1684,2359
1685,19419
1686,28009
1687,23755
1688,23476
1689,9112
1690,17355
1691,14013
1692,19445
1693,16370
1694,18192
1695,21857
1696,18356
1697,13384
1698,6009
1699,4420
1700,503
1701,1398
1702,18154
1703,2942
1704,5840
1705,7958
1706,15400
1707,11007
1708,29407
1709,23538
1710,9894
1711,28305
1712,5323
1713,9832
1714,20950
1715,19933
1716,27052
1717,20090
1718,1600
1719,16421
1720,24601
1721,24637
1722,15122
1723,21381
1724,26926
1725,3300
1726,10639
1727,16358
1728,291
1729,29350
1730,8953
1731,10316
1732,26355
1733,12364
1734,13709
1735,15296
1736,9326
1737,8762
1738,16396
1739,23817
1740,19516
1741,29339
1742,9786
1743,24792
1744,13426
1745,10048
1746,11013
1747,11428
1748,28778
1749,261
1750,13543
1751,27044
1752,13215
1753,1081
1754,10396
1755,21921
1756,7148
1757,1911
1758,5029
1759,10046
1760,3924
1761,20783
1762,17778
1763,16946
1764,29990
1765,24353
1766,21393
1767,6668
1768,8897
1769,17913
1770,13041
1771,22783
1772,20434
1773,19713
1774,17743
1775,27103
1776,11480
1777,27773
1778,18732
1779,18983
1780,1581
1781,19694
1782,563
1783,21397
1784,16908
1785,29210
1786,23836
1787,1896
1788,29278
1789,15624
1790,8410
1791,5578
1792,29349
1793,22859
1794,13448
1795,17157
1796,26399
1797,1334
1798,21112
1799,27782
1800,9112
1801,27090
1802,3638
1803,27432
1804,9171
1805,10887
1806,8454
1807,29084
1808,6262
1809,18762
1810,14563
1811,13305
1812,19477
1813,17534
1814,6037
1815,21824
1816,17977
1817,11681
1818,9670
1819,15149
1820,5803
1821,10847
1822,1165
1823,800
1824,21109
1825,14869
1826,17651
1827,24712
1828,17581
1829,2693
1830,22202
1831,26360
1832,732
1833,26618
1834,3863
1835,20463
1836,9145
1837,21154
1838,3692
1839,16714
1840,10706
1841,18102
1842,6502
1843,7493
1844,3268
1845,4334
1846,16667
1847,8438
1848,9242
1849,18671
1850,13550
1851,28780
1852,4360
1853,11041
1854,20130
1855,24116
1856,10337
1857,9318
1858,18368
1859,11342
1860,23721
1861,9030
1862,5178
1863,20796
1864,19213
1865,21315
1866,21545
1867,26448
1868,26284
1869,290
1870,1213
1871,19132
1872,2294
1873,16919
1874,4959
1875,20289
1876,2660
1877,29871
1878,3674
1879,7799
1880,20229
1881,28402
1882,12174
1883,22134
1884,4564
1885,15366
1886,7476
1887,21933
1888,3570
1889,21785
1890,18563
1891,11509
1892,22319
1893,1765
1894,9238
1895,13459
1896,7443
1897,13867
1898,17459
1899,6307
1900,4859
1901,22486
1902,23911
1903,5435
1904,6083
1905,19998
1906,18041
1907,29253
1908,14564
1909,7631
1910,1262
1911,29746
1912,21314
1913,12075
1914,1593
1915,5527
1916,16550
1917,24940
1918,13051
1919,21498
1920,6311
1921,25663
1922,20855
1923,2994
1924,27693
1925,2588
1926,1923
1927,3567
1928,15992
1929,24592
1930,21462
1931,12627
1932,23106
1933,16175
1934,7578
1935,21743
1936,10905
1937,27802
1938,22404
1939,21536
1940,3461
1941,24053
1942,2679
1943,13573
1944,12283
1945,24049
1946,12300
1947,7051
1948,8592
1949,27134
1950,25494
1951,5208
1952,13348
1953,20807
1954,10646
1955,18998
1956,11353
1957,4932
1958,12489
1959,11003
1960,17978
1961,16922
1962,9885
1963,10329
1964,872
1965,1995
1966,16003
1967,15423
1968,8444
1969,22627
1970,4821
1971,20558
1972,25675
1973,21459
1974,28884
1975,7826
1976,12570
1977,2414
1978,25640
1979,7665
1980,5680
1981,26797
1982,8422
1983,27794
1984,15303
1985,11449
1986,22209
1987,4359
1988,22328
1989,29915
1990,19836
1991,14810
1992,5174
1993,12694
1994,20754
1995,4746
1996,19019
1997,25467
1998,23997
1999,8549
2000,7655
2001,4782
2002,13709
2003,26724
2004,18102
2005,18989
2006,4399
2007,115
2008,22631
2009,21095
2010,18319
2011,7050
2012,29179
2013,29002
2014,17271
2015,23691
2016,2522
2017,29798
2018,23531
2019,22274
2020,5076
2021,13500
2022,21960
2023,3630
2024,5061
2025,28005
2026,1292
2027,6238
2028,5531
2029,25308
2030,4578
2031,20072
2032,9744
2033,4624
2034,25394
2035,26918
2036,17708
2037,5196
2038,25237
2039,29471
2040,19517
2041,13976
2042,6833
2043,3156
2044,18472
2045,25104
2046,4542
2047,8462
2048,17706
2049,6075
2050,27071
2051,101
2052,26639
2053,27972
2054,29069
2055,10091
2056,26589
2057,21519
2058,16218
2059,24025
2060,11876
2061,1185
2062,23308
2063,18590
2064,19734
2065,26095
2066,2011
2067,22417
2068,24714
2069,28646
2070,7195
2071,5663
2072,16969
2073,17064
2074,23142
2075,8401
2076,29434
2077,5593
2078,26462
2079,18415
2080,1522
2081,27151
2082,2116
2083,732
2084,13176
2085,2871
2086,7317
2087,16833
2088,9664
2089,8645
2090,14708
2091,22094
2092,10608
2093,16178
2094,18706
2095,7198
2096,13951
2097,25603
2098,3140
2099,16928
2100,8137
2101,2682
2102,14910
2103,27201
2104,28154
2105,19925
2106,8841
2107,19334
2108,4153
2109,8646
2110,25139
2111,18933
2112,2245
2113,1023
2114,6089
2115,19725
2116,11423
2117,21904
2118,7876
2119,18816
2120,1540
2121,1743
2122,20323
2123,3099
2124,29821
2125,25672
2126,9022
2127,20703
2128,29515
2129,3245
2130,13057
2131,13247
2132,25586
2133,16390
2134,21708
2135,3856
2136,4738
2137,11346
2138,2658
2139,27592
2140,2044
2141,12334
2142,11506
2143,19531
2144,5112
2145,4727
2146,25111
2147,3114
2148,16796
2149,21655
2150,25820
2151,18498
2152,264
2153,758
2154,16239
2155,11108
2156,9949
2157,11765
2158,26965
2159,14386
2160,23896
2161,15369
2162,12834
2163,2966
2164,24930
2165,1595
2166,2144
2167,6985
2168,22711
2169,14679
2170,1113
2171,9521
2172,22253
2173,19135
2174,18221
2175,2677
2176,7014
2177,19475
2178,25342
2179,3307
2180,125
2181,5369
2182,12600
2183,19444
2184,14745
2185,15074
2186,8785
2187,19717
2188,5920
2189,6204
2190,27607
2191,26003
2192,28782
2193,13786
2194,3643
2195,22939
2196,16548
2197,23526
2198,2855
2199,1231
2200,12052
2201,4077
2202,4809
2203,6267
2204,24713
2205,7951
2206,17470
2207,9334
2208,23720
2209,23164
2210,11250
2211,29753
2212,6109
2213,5806
2214,6162
2215,25750
2216,13385
2217,20128
2218,18290
2219,22764
2220,22043
2221,1186
2222,26244
2223,20120
2224,27800
2225,13749
2226,14701
2227,17629
2228,7998
2229,29579
2230,28933
2231,11733
2232,152
2233,21572
2234,28415
2235,24966
2236,2368
2237,7478
2238,16019
2239,7450
2240,15347
2241,28618
2242,7844
2243,21842
2244,22296
2245,17501
2246,14876
2247,27327
2248,17710
2249,13922
2250,29208
2251,5902
2252,26847
2253,17488
2254,2363
2255,16572
2256,6514
2257,23964
2258,13126
2259,6085
2260,17386
2261,9540
2262,27484
2263,28942
2264,23208
2265,13572
2266,21372
2267,12778
2268,23
2269,22357
2270,13441
2271,22578
2272,12677
2273,5381
2274,21814
2275,8748
2276,8688
2277,13583
2278,25801
2279,2399
2280,4375
2281,27094
2282,18355
2283,13009
2284,15462
2285,15473
2286,25570
2287,1815
2288,11135
2289,2828
2290,11983
2291,18859
2292,10389
2293,9352
2294,3960
2295,16744
2296,14968
2297,188
2298,4202
2299,6240
2300,2283
2301,23619
2302,10249
2303,27394
2304,23566
2305,26149
2306,14930
2307,29338
2308,21927
2309,4367
2310,6281
2311,22881
2312,17143
2313,3322
2314,22408
2315,24045
2316,13257
2317,17257
2318,21778
2319,26748
2320,26731
2321,14408
2322,1355
2323,6215
2324,18823
2325,6708
2326,7464
2327,25776
2328,10997
2329,2463
2330,5230
2331,7600
2332,4982
2333,20689
2334,3194
2335,465
2336,4932
2337,2720
2338,11150
2339,51
2340,2457
2341,8834
2342,20861
2343,4634
2344,25989
2345,4833
2346,1876
2347,19951
2348,3394
2349,4782
2350,9771
2351,12734
2352,6861
2353,2154
2354,18516
2355,10259
2356,11043
2357,23815
2358,25463
2359,27100
2360,7329
2361,26873
2362,12516
2363,7744
2364,26913
2365,23804
2366,22470
2367,28394
2368,16236
2369,22339
2370,26451
2371,105
2372,25452
2373,25280
2374,8411
2375,26750
2376,8500
2377,3537
2378,19516
2379,2106
2380,13532
2381,13582
2382,23944
2383,15435
2384,17998
2385,5935
2386,28792
2387,21689
2388,2197
2389,24514
2390,14286
2391,18808
2392,24236
2393,21307
2394,12365
2395,25851
2396,7837
2397,18360
2398,15837
2399,26040
2400,3657
2401,2614
2402,9078
2403,9037
2404,9951
2405,27005
2406,28329
2407,27009
2408,1911
2409,8958
2410,28690
2411,9819
2412,27887
2413,20090
2414,14680
2415,7857
2416,21584
2417,13855
2418,6532
2419,4963
2420,17192
2421,26716
2422,25646
2423,23847
2424,17064
2425,25529
2426,18955
2427,17039
2428,26320
2429,11241
2430,25482
2431,407
2432,20355
2433,4322
2434,27246
2435,6614
2436,25073
2437,4784
2438,14244
2439,27336
2440,28168
2441,16897
2442,17101
2443,18827
2444,15044
2445,28143
2446,22877
2447,14119
2448,4210
2449,1488
2450,21627
2451,27261
2452,29941
2453,22887
2454,16239
2455,3
2456,3648
2457,9865
2458,21896
2459,20052
2460,11286
2461,20206
2462,27435
2463,16044
2464,8136
2465,12785
2466,21855
2467,11613
2468,12825
2469,23751
2470,19759
2471,9253
2472,13532
2473,5089
2474,3144
2475,5172
2476,14184
2477,25348
2478,17259
2479,4080
2480,3491
2481,18195
2482,3409
2483,16154
2484,667
2485,13349
2486,12609
2487,1667
2488,16336
2489,19251
2490,9589
2491,29628
2492,4836
2493,17773
2494,9558
2495,28474
2496,29539
2497,21430
2498,24953
2499,133
2500,22449
2501,1587
2502,5051
2503,27927
2504,6871
2505,27011
2506,21502
2507,1709
2508,28464
