Index,Value
435,12729
436,12729
437,12769
438,12770
439,12866
440,12953
441,12980
442,13083
443,13093
444,13107
445,13181
446,13214
447,13256
448,13266
449,13324
450,13329
451,13371
452,13387
453,13401
454,13417
455,13453
456,13504
457,13520
458,13562
459,13587
460,13605
461,13609
462,13637
463,13712
464,13716
465,13760
466,13801
467,13809
468,13821
469,13829
470,13839
471,13878
472,13885
473,13916
474,13946
475,13957
476,14015
477,14022
478,14225
479,14231
480,14238
481,14250
482,14257
483,14278
484,14279
485,14375
486,14386
487,14412
488,14441
489,14455
490,14508
491,14531
492,14568
493,14639
494,14677
495,14717
496,14740
497,14746
498,14756
499,14790
500,14798
501,14844
502,14931
503,15016
504,15017
505,15018
506,15034
507,15047
508,15114
509,15126
510,15159
511,15168
512,15175
513,15192
514,15250
515,15304
516,15335
517,15344
518,15384
519,15399
520,15421
521,15457
522,15485
523,15490
524,15525
525,15526
526,15626
527,15640
528,15660
529,15776
530,15806
531,15811
532,15817
533,15830
534,15870
535,15885
536,15889
537,16033
538,16148
539,16205
540,16255
541,16293
542,16348
543,16412
544,16448
545,16544
546,16550
547,16600
548,16632
549,16691
550,16703
551,16732
552,16779
553,16807
554,16819
555,16979
556,17018
557,17205
558,17238
559,17246
560,17256
561,17285
562,17295
563,17361
564,17367
565,17415
566,17501
567,17508
568,17527
569,17554
570,17561
571,17569
572,17584
573,17590
574,17605
575,17611
576,17667
577,17707
578,17757
579,17787
580,17821
581,17827
582,17896
583,17905
584,17907
585,18040
586,18148
587,18156
588,18166
589,18174
590,18204
591,18223
592,18226
593,18255
594,18265
595,18267
596,18284
597,18292
598,18383
599,18420
600,18435
601,18436
602,18449
603,18456
604,18457
605,18525
606,18541
607,18687
608,18695
609,18708
610,18750
611,18758
612,18761
613,18813
614,18816
615,18823
616,18834
617,18908
618,19004
619,19034
620,19052
621,19092
622,19094
623,19126
624,19127
625,19134
626,19153
627,19155
628,19157
629,19168
630,19186
631,19214
632,19215
633,19220
634,19249
635,19292
636,19319
637,19389
638,19392
639,19438
640,19451
641,19458
642,19479
643,19519
644,19559
645,19574
646,19618
647,19654
648,19667
649,19695
650,19699
651,19718
652,19757
653,19825
654,19866
655,19904
656,19911
657,20009
658,20058
659,20093
660,20112
661,20121
662,20161
663,20207
664,20210
665,20215
666,20237
667,20272
668,20274
669,20281
670,20288
671,20335
672,20354
673,20369
674,20387
675,20420
676,20429
677,20454
678,20474
679,20477
680,20490
681,20514
682,20590
683,20613
684,20624
685,20649
686,20676
687,20680
688,20711
689,20783
690,20788
691,20789
692,20791
693,20889
694,20890
695,20902
696,20919
697,20940
698,20947
699,20957
700,20958
701,21008
702,21078
703,21089
704,21117
705,21128
706,21133
707,21159
708,21161
709,21260
710,21272
711,21375
712,21381
713,21452
714,21701
715,21792
716,21834
717,21883
718,21892
719,21980
720,22036
721,22037
722,22061
723,22065
724,22136
725,22159
726,22178
727,22178
728,22221
729,22255
730,22266
731,22282
732,22323
733,22334
734,22372
735,22400
736,22413
737,22419
738,22420
739,22456
740,22527
741,22534
742,22562
743,22588
744,22603
745,22617
746,22649
747,22691
748,22695
749,22712
750,22741
751,22757
752,22805
753,22818
754,22826
755,22855
756,23002
757,23028
758,23048
759,23049
760,23049
761,23092
762,23115
763,23155
764,23159
765,23159
766,23161
767,23194
768,23198
769,23240
770,23319
771,23326
772,23350
773,23379
774,23381
775,23386
776,23493
777,23564
778,23621
779,23722
780,23804
781,23816
782,23886
783,23935
784,23954
785,23986
786,24027
787,24028
788,24125
789,24146
790,24178
791,24195
792,24204
793,24220
794,24261
795,24295
796,24325
797,24411
798,24447
799,24449
800,24473
801,24476
802,24517
803,24531
804,24538
805,24577
806,24595
807,24607
808,24651
809,24664
810,24665
811,24734
812,24753
813,24756
814,24784
815,24829
816,24848
817,24851
818,24879
819,24896
820,24907
821,24908
822,24928
823,24974
824,24979
825,24994
826,25052
827,25070
828,25099
829,25113
830,25155
831,25177
832,25195
833,25209
834,25235
835,25242
836,25280
837,25297
838,25313
839,25322
840,25400
841,25409
842,25462
843,25501
844,25511
845,25540
846,25609
847,25666
848,25759
849,25770
850,25804
851,25813
852,25815
853,25817
854,25818
855,25830
856,25896
857,25909
858,25911
859,25922
860,25949
861,25976
862,26046
863,26050
864,26053
865,26072
866,26081
867,26162
868,26200
869,26215
870,26229
871,26233
872,26274
873,26284
874,26330
875,26352
876,26374
877,26377
878,26392
879,26428
880,26436
881,26445
882,26467
883,26502
884,26538
885,26569
886,26630
887,26671
888,26676
889,26792
890,26796
891,26803
892,26812
893,26852
894,26872
895,26902
896,26940
897,26966
898,27002
899,27010
900,27016
901,27052
902,27056
903,27087
904,27088
905,27174
906,27255
907,27326
908,27397
909,27405
910,27413
911,27520
912,27641
913,27644
914,27649
915,27714
916,27725
917,27809
918,27855
919,27879
920,27892
921,27897
922,27901
923,27906
924,28020
925,28038
926,28039
927,28040
928,28077
929,28101
930,28104
931,28115
932,28128
933,28132
934,28198
935,28210
936,28230
937,28248
938,28289
939,28311
940,28314
941,28325
942,28348
943,28407
944,28414
945,28467
946,28482
947,28488
948,28498
949,28519
950,28527
951,28544
952,28580
953,28581
954,28598
955,28617
956,28647
957,28696
958,28697
959,28970
960,28989
961,29022
962,29040
963,29089
964,29095
965,29110
966,29122
967,29159
968,29181
969,29183
970,29272
971,29275
972,29277
973,29301
974,29303
975,29303
976,29367
977,29376
978,29388
979,29426
980,29429
981,29504
982,29531
983,29595
984,29650
985,29678
986,29697
987,29712
988,29748
989,29763
990,29780
991,29809
992,29816
993,29863
994,29865
995,29870
996,29879
997,29908
998,29936
999,29977
1000,29987
1001,14085
1002,28459
1003,23312
1004,12869
1005,22149
1006,4885
1007,21172
1008,20828
1009,29221
1010,13525
1011,28402
1012,27629
1013,21358
1014,15180
1015,3945
1016,14237
1017,17963
1018,5229
1019,25444
1020,16051
1021,7960
1022,23320
1023,20083
1024,6773
1025,29659
1026,8950
1027,23699
1028,18241
1029,1245
1030,24703
1031,13029
1032,11506
1033,15792
1034,26602
1035,28395
1036,8798
1037,29770
1038,28391
1039,22518
1040,8474
1041,10362
1042,4399
1043,20236
1044,26226
1045,8056
1046,4300
1047,7687
1048,8253
1049,25837
1050,16295
1051,20913
1052,28701
1053,18120
1054,18551
1055,9168
1056,15892
1057,26185
1058,20121
1059,10028
1060,22269
1061,24582
1062,18268
1063,23987
1064,681
1065,4973
1066,16744
1067,24545
1068,5754
1069,5223
1070,25936
1071,19293
1072,2051
1073,2124
1074,20405
1075,7535
1076,26323
1077,643
1078,778
1079,27245
1080,9651
1081,2238
1082,628
1083,17105
1084,19886
1085,18117
1086,16400
1087,16480
1088,2957
1089,19446
1090,26343
1091,19625
1092,20716
1093,21705
1094,2212
1095,9484
1096,1101
1097,8697
1098,20676
1099,16583
1100,16497
1101,27994
1102,8200
1103,9702
1104,16201
1105,28124
1106,7020
1107,11333
1108,21280
1109,10384
1110,24272
1111,15117
1112,16969
1113,5503
1114,23917
1115,29805
1116,12046
1117,12347
1118,11345
1119,12012
1120,6195
1121,27427
1122,1255
1123,14672
1124,525
1125,24276
1126,29507
1127,17677
1128,21726
1129,12013
1130,26137
1131,14079
1132,29305
1133,2171
1134,13777
1135,11150
1136,20508
1137,11471
1138,13848
1139,9221
1140,26106
1141,11077
1142,10945
1143,25110
1144,19243
1145,26167
1146,29849
1147,21989
1148,25563
1149,26840
1150,2560
1151,26756
1152,23761
1153,21599
1154,15146
1155,6268
1156,17939
1157,17736
1158,20538
1159,24649
1160,24221
1161,3661
1162,26413
1163,26826
1164,14244
1165,1338
1166,28472
1167,29374
1168,6986
1169,28189
1170,109
1171,19824
1172,10632
1173,11874
1174,29771
1175,29154
1176,22582
1177,26747
1178,14134
1179,27955
1180,11098
1181,17457
1182,3235
1183,27118
1184,4029
1185,14523
1186,8215
1187,29819
1188,20322
1189,24316
1190,947
1191,8323
1192,10520
1193,16101
1194,10172
1195,11847
1196,27353
1197,4409
1198,19327
1199,24877
1200,14137
1201,29571
1202,26317
1203,2059
1204,12268
1205,25046
1206,20968
1207,10194
1208,14980
1209,485
1210,9837
1211,28025
1212,22037
1213,586
1214,852
1215,15396
1216,17903
1217,11603
1218,24054
1219,12420
1220,8930
1221,23657
1222,29580
1223,26923
1224,11530
1225,1576
1226,5904
1227,27770
1228,19958
1229,13887
1230,9466
1231,5578
1232,23894
1233,27325
1234,14332
1235,1048
1236,14351
1237,7206
1238,23215
1239,18127
1240,25470
1241,18666
1242,28828
1243,15813
1244,10646
1245,21944
1246,3521
1247,25312
1248,20365
1249,14040
1250,13197
1251,7805
1252,2631
1253,5130
1254,24356
1255,29147
1256,22450
1257,6404
1258,1221
1259,5632
1260,14512
1261,17909
1262,1347
1263,14585
1264,19822
1265,9403
1266,1030
1267,8976
1268,10465
1269,24295
1270,10757
1271,19222
1272,13851
1273,15688
1274,10142
1275,22358
1276,3008
1277,12475
1278,11615
1279,22930
1280,20522
1281,6082
1282,3491
1283,1499
1284,20705
1285,12486
1286,19428
1287,7053
1288,25931
1289,9512
1290,25297
1291,3913
1292,18733
1293,24055
1294,10995
1295,20769
1296,8812
1297,28961
1298,19325
1299,7930
1300,21236
1301,24456
1302,29970
1303,26284
1304,17798
1305,4826
1306,8906
1307,17042
1308,26499
1309,29650
1310,10260
1311,21174
1312,7681
1313,8501
1314,12738
1315,26911
1316,2737
1317,24228
1318,24023
1319,19211
1320,6639
1321,8219
1322,12626
1323,27437
1324,11705
1325,16258
1326,9313
1327,8828
1328,12699
1329,12025
1330,8253
1331,18396
1332,23328
1333,18079
1334,10606
1335,13293
1336,20141
1337,27614
1338,14749
1339,25857
1340,20589
1341,8583
1342,23140
1343,1988
1344,6044
1345,7131
1346,9994
1347,10425
1348,13831
1349,11728
1350,23714
1351,11429
1352,28578
1353,10854
1354,7464
1355,1657
1356,14429
1357,27959
1358,8759
1359,3016
1360,15068
1361,24983
1362,25983
1363,13682
1364,11294
1365,19925
1366,28816
1367,11260
1368,22998
1369,13422
1370,21017
1371,28337
1372,16244
1373,24726
1374,2536
1375,21697
1376,26375
1377,10997
1378,23765
1379,10563
1380,26021
1381,27271
1382,6429
1383,20117
1384,21536
1385,29171
1386,12511
1387,21017
1388,29607
1389,9225
1390,26165
1391,17392
1392,28654
1393,24420
1394,5009
1395,15513
1396,11897
1397,12182
1398,9921
1399,12555
1400,9147
1401,11011
1402,14288
1403,24404
1404,6498
1405,10676
1406,7806
1407,17325
1408,11518
1409,13672
1410,28749
1411,8809
1412,4765
1413,7278
1414,16505
1415,2360
1416,14872
1417,9375
1418,28870
1419,11574
1420,15917
1421,17283
1422,25658
1423,6803
1424,27
1425,1343
1426,23627
1427,5417
1428,913
1429,16635
1430,10227
1431,22311
1432,24752
1433,3510
1434,1457
1435,19757
1436,27123
1437,11485
1438,20591
1439,7813
1440,14495
1441,10478
1442,494
1443,19540
1444,783
1445,18859
1446,16058
1447,2751
1448,17992
1449,6256
1450,8278
1451,27629
1452,27753
1453,22439
1454,4168
1455,8175
1456,16340
1457,19635
1458,12798
1459,25815
1460,8956
1461,28315
1462,26942
1463,25394
1464,23995
1465,20388
1466,26862
1467,13237
1468,5076
1469,17583
1470,15526
1471,27428
1472,8935
1473,14350
1474,6859
1475,10052
1476,29062
1477,7822
1478,9421
1479,19892
1480,12981
1481,7246
1482,6227
1483,12358
1484,3394
1485,18538
1486,28082
1487,16153
1488,3970
1489,18796
1490,23384
1491,20989
1492,166
1493,8098
1494,2283
1495,18554
1496,18805
1497,29571
1498,418
1499,13307
1500,16237
1501,26927
1502,6748
1503,19308
1504,15292
1505,9976
1506,23614
1507,10531
1508,6135
1509,15822
1510,19052
1511,26053
1512,25536
1513,22976
1514,21990
1515,15765
1516,21523
1517,9406
1518,19846
1519,26253
1520,3866
1521,24467
1522,19447
1523,20462
1524,22922
1525,8772
1526,3471
1527,10242
1528,10088
1529,24767
1530,207
1531,9610
1532,12165
1533,10589
1534,29170
1535,25442
1536,5528
1537,12401
1538,5066
1539,7943
1540,11319
1541,29643
1542,18273
1543,6162
1544,1330
1545,25980
1546,6968
1547,14553
1548,27055
1549,2010
1550,10352
1551,16445
1552,4632
1553,17443
1554,19250
1555,3204
1556,29705
1557,4202
1558,21891
1559,28122
1560,20397
1561,700
1562,8001
1563,13492
1564,16712
1565,19786
1566,4836
1567,22039
1568,12116
1569,14146
1570,26989
1571,2104
1572,21260
1573,15449
1574,2309
1575,14179
1576,29054
1577,17856
1578,22095
1579,28311
1580,21735
1581,26630
1582,579
1583,22894
1584,1438
1585,9427
1586,19303
1587,17675
1588,4694
1589,25037
1590,2225
1591,10786
1592,29514
1593,7107
1594,20501
1595,14825
1596,14358
1597,26225
1598,3849
1599,24968
1600,6905
1601,13679
1602,6100
1603,26991
1604,12115
1605,7305
1606,26375
1607,7985
1608,16693
1609,3394
1610,13163
1611,26564
1612,682
1613,22006
1614,37
1615,19189
1616,21423
1617,2646
1618,23915
1619,1960
1620,14561
1621,7417
1622,29973
1623,14774
1624,13206
1625,20023
1626,10134
1627,2779
1628,21515
1629,9804
1630,5068
1631,1285
1632,12703
1633,18713
1634,23180
1635,18333
1636,9733
1637,2244
1638,11992
1639,5347
1640,28101
1641,10081
1642,15297
1643,4228
1644,20938
1645,28438
1646,5774
1647,19977
1648,3511
1649,8755
1650,12300
1651,15332
1652,12081
1653,16832
1654,19750
1655,4792
1656,5867
1657,10525
1658,7001
1659,21760
1660,8220
1661,29070
1662,19723
1663,24177
1664,21858
1665,982
1666,12694
1667,28858
1668,14188
1669,10287
1670,11240
1671,16230
1672,12517
1673,4275
1674,821
1675,22587
1676,2477
1677,1109
1678,2497
1679,17105
1680,18645
1681,14988
1682,6876
1683,24536
1684,25538
1685,25191
1686,877
1687,27512
1688,20284
1689,10721
1690,7559
1691,11632
1692,28974
1693,7423
1694,10820
1695,5346
1696,26551
1697,7704
1698,11497
1699,14607
1700,872
1701,12646
1702,11319
1703,13786
1704,20506
1705,10998
1706,28602
1707,3596
1708,3276
1709,16061
1710,10406
1711,1800
1712,25397
1713,19330
1714,3966
1715,13599
1716,22220
1717,8136
1718,2649
1719,15408
1720,20887
1721,27392
1722,25655
1723,26330
1724,9230
1725,24404
1726,9821
1727,4903
1728,9728
1729,17334
1730,28964
1731,1351
1732,19217
1733,25547
1734,18518
1735,21573
1736,3488
1737,7089
1738,14255
1739,8909
1740,26431
1741,17624
1742,26117
1743,21264
1744,2061
1745,5065
1746,4909
1747,794
1748,24211
1749,23044
1750,12483
1751,2114
1752,13357
1753,13337
1754,3951
1755,6798
1756,14452
1757,18751
1758,606
1759,11369
1760,11323
1761,2254
1762,12774
1763,10128
1764,16577
1765,29752
1766,18529
1767,18354
1768,4525
1769,28098
1770,3844
1771,125
1772,1004
1773,15070
1774,3958
1775,19411
1776,21874
1777,12953
1778,21356
1779,20866
1780,9201
1781,715
1782,15600
1783,29366
1784,22378
1785,1706
1786,28560
1787,9121
1788,14782
1789,10441
1790,14667
1791,29441
1792,2936
1793,9613
1794,9590
1795,27740
1796,18264
1797,28758
1798,22201
1799,27946
1800,29065
1801,19452
1802,367
1803,26509
1804,17198
1805,1941
1806,233
1807,24513
1808,8927
1809,22695
1810,2766
1811,25869
1812,94
1813,13071
1814,15949
1815,15103
1816,18641
1817,27646
1818,24271
1819,12296
1820,26257
1821,18037
1822,29473
1823,4585
1824,29115
1825,15995
1826,12478
1827,8969
1828,27565
1829,8967
1830,22470
1831,16644
1832,2789
1833,29530
1834,1022
1835,19501
1836,15105
1837,757
1838,2400
1839,441
1840,21962
1841,29947
1842,23106
1843,25320
1844,546
1845,29143
1846,22110
1847,17627
1848,29227
1849,855
1850,22683
1851,9685
1852,11069
1853,7193
1854,1751
1855,6032
1856,4488
1857,27568
1858,25828
1859,11410
1860,8053
1861,20474
1862,2272
1863,10901
1864,28618
1865,3966
1866,13428
1867,29764
1868,16860
1869,12849
1870,18958
1871,12388
1872,2273
1873,2567
1874,8252
1875,16425
1876,14793
1877,16648
1878,13399
1879,22607
1880,612
1881,18693
1882,2636
1883,22555
1884,12180
1885,7692
1886,159
1887,13755
1888,25140
1889,20917
1890,24125
1891,28603
1892,14976
1893,22766
1894,21285
1895,16661
1896,27891
1897,14538
1898,9109
1899,7719
1900,5934
1901,13945
1902,21324
1903,19446
1904,24862
1905,21346
1906,26028
1907,27781
1908,29544
1909,10562
1910,19833
1911,19027
1912,12460
1913,15684
1914,647
1915,2545
1916,19289
1917,21963
1918,8506
1919,21644
1920,1785
1921,25963
1922,20073
1923,19716
1924,16617
1925,26257
1926,9261
1927,13272
1928,12966
1929,14895
1930,8372
1931,21724
1932,18323
1933,15828
1934,11934
1935,13292
1936,25904
1937,18273
1938,19777
1939,20643
1940,6943
1941,2108
1942,16495
1943,16392
1944,8944
1945,25952
1946,3252
1947,28074
1948,6790
1949,27116
1950,19951
1951,22888
1952,18232
1953,24824
1954,20443
1955,2329
1956,8298
1957,2107
1958,23056
1959,6092
1960,12650
1961,24673
1962,5539
1963,10307
1964,25596
1965,23407
1966,10877
1967,13176
1968,22329
1969,23059
1970,13766
1971,5684
1972,8578
1973,796
1974,12276
1975,5703
1976,11754
1977,24713
1978,16032
1979,13579
1980,26383
1981,8313
1982,16865
1983,15096
1984,9995
1985,18458
1986,28049
1987,22030
1988,4565
1989,28467
1990,22499
1991,27489
1992,24432
1993,1206
1994,27727
1995,1064
1996,6568
1997,2038
1998,10379
1999,25678
2000,17401
2001,18529
2002,16059
2003,17865
2004,24248
2005,25849
2006,9930
2007,4744
2008,11225
2009,8706
2010,25523
2011,21922
2012,14918
2013,15002
2014,24589
2015,1847
2016,6873
2017,15600
2018,1263
2019,74
2020,20198
2021,9915
2022,12165
2023,9219
2024,8617
2025,17796
2026,19514
2027,29501
2028,8702
2029,20372
2030,13004
2031,24294
2032,27384
2033,8983
2034,1136
2035,5909
2036,28276
2037,10135
2038,23358
2039,18411
2040,7345
2041,460
2042,5201
2043,9924
2044,29106
2045,19884
2046,6531
2047,24629
2048,18272
2049,13709
2050,15870
2051,18288
2052,3775
2053,23030
2054,26314
2055,4200
2056,20789
2057,22087
2058,21120
2059,15674
2060,2456
2061,2247
2062,25181
2063,9730
2064,4760
2065,13439
2066,28737
2067,13618
2068,5307
2069,15353
2070,2779
2071,737
2072,29559
2073,19368
2074,26243
2075,22276
2076,9117
2077,18199
2078,18126
2079,3503
2080,15543
2081,2669
2082,4099
2083,16772
2084,22513
2085,326
2086,10801
2087,29359
2088,11095
2089,23006
2090,13023
2091,2016
2092,13144
2093,1691
2094,346
2095,17618
2096,11647
2097,25854
2098,16807
2099,29745
2100,19291
2101,29635
2102,8221
2103,23349
2104,7475
2105,1899
2106,5448
2107,11934
2108,17241
2109,14099
2110,6498
2111,20828
2112,14954
2113,3880
2114,907
2115,29225
2116,18873
2117,9257
2118,23380
2119,5445
2120,3662
2121,28334
2122,21957
2123,12311
2124,8622
2125,7245
2126,8396
2127,14812
2128,19189
2129,25373
2130,18733
2131,8430
2132,19631
2133,5721
2134,27589
2135,21553
2136,13516
2137,8336
2138,3367
2139,25582
2140,11098
2141,2743
2142,23101
2143,1278
2144,1444
2145,11785
2146,17974
2147,6842
2148,19331
2149,22460
2150,29147
2151,4451
2152,18203
2153,4559
2154,15859
2155,17422
2156,1045
2157,21125
2158,18226
2159,25480
2160,8367
2161,27897
2162,11378
2163,16007
2164,12714
2165,27032
2166,26876
2167,18865
2168,27338
2169,8307
2170,10934
2171,295
2172,16304
2173,5031
2174,14317
2175,21131
2176,27505
2177,23259
2178,2385
2179,28637
2180,17327
2181,29531
2182,7423
2183,21808
2184,27033
2185,29662
2186,15107
2187,4265
2188,20670
2189,27242
2190,3940
2191,10493
2192,2873
2193,8795
2194,17242
2195,8147
2196,8905
2197,18403
2198,29935
2199,15458
2200,8407
2201,9617
2202,18876
2203,19537
2204,24529
2205,10524
2206,16771
2207,14427
2208,27395
2209,20477
2210,4662
2211,17926
2212,15236
2213,10862
2214,7749
2215,7352
2216,16357
2217,11670
2218,17594
2219,9026
2220,24710
2221,560
2222,23746
2223,15064
2224,17467
2225,2039
2226,27371
2227,19823
2228,28529
2229,15241
2230,16236
2231,7019
2232,971
2233,18258
2234,26659
2235,14600
2236,29140
2237,9709
2238,3821
2239,27764
2240,20640
2241,20126
2242,17299
2243,16436
2244,15353
2245,27238
2246,13007
2247,19017
2248,476
2249,13810
2250,22453
2251,542
2252,6847
2253,8940
2254,26418
2255,26092
2256,27899
2257,17156
2258,26593
2259,20848
2260,20026
2261,1528
2262,7302
2263,417
2264,27304
2265,3990
2266,15066
2267,15004
2268,11936
2269,22572
2270,27615
2271,21688
2272,5587
2273,794
2274,9458
2275,1548
2276,2905
2277,21528
2278,2351
2279,10037
2280,11108
2281,9526
2282,23280
2283,25828
2284,5326
2285,3122
2286,5472
2287,18033
2288,2419
2289,29143
2290,1515
2291,2829
2292,22252
2293,3984
2294,16139
2295,21291
2296,17476
2297,22681
2298,29184
2299,15863
2300,21944
2301,16790
2302,5494
2303,14863
2304,6161
2305,3733
2306,6285
2307,6013
2308,16073
2309,5013
2310,7192
2311,18585
2312,2143
2313,18599
2314,8248
2315,5515
2316,8116
2317,4514
2318,14471
2319,5163
2320,20373
2321,27338
2322,23747
2323,25575
2324,7161
2325,13162
2326,9953
2327,29861
2328,3358
2329,16745
2330,18140
2331,8885
2332,3852
2333,8603
2334,17462
2335,22729
2336,28349
2337,7628
2338,4039
2339,10767
2340,9861
2341,7361
2342,913
2343,4946
2344,3113
2345,29876
2346,13855
2347,26167
2348,24636
2349,4334
2350,23773
2351,28227
2352,20647
2353,1273
2354,6424
2355,25033
2356,16016
2357,8840
2358,8803
2359,26301
2360,18500
2361,14983
2362,7882
2363,29885
2364,28707
2365,19362
2366,12249
2367,1903
2368,20615
2369,22118
2370,17109
2371,12822
2372,4600
2373,5318
2374,6018
2375,15082
2376,26934
2377,15514
2378,15302
2379,28172
2380,11233
2381,20794
2382,17706
2383,18036
2384,9854
2385,22462
2386,4992
2387,29937
2388,16948
2389,5951
2390,2312
2391,2495
2392,27244
2393,1592
2394,5565
2395,1772
2396,6548
2397,20328
2398,22226
2399,7864
2400,22827
2401,17741
2402,20424
2403,28254
2404,22234
2405,1023
2406,21205
2407,4284
2408,13899
2409,5478
2410,15799
2411,22433
2412,913
2413,9715
2414,11211
2415,11530
2416,3271
2417,15684
2418,12554
2419,15094
2420,13029
2421,24847
2422,7670
2423,18333
2424,3991
2425,27265
2426,23097
2427,11218
2428,7674
2429,8169
2430,29269
2431,23023
2432,5695
2433,23870
2434,4170
2435,15696
2436,3127
2437,16922
2438,16733
2439,8440
2440,5534
2441,15817
2442,6856
2443,673
2444,17604
2445,1282
2446,11618
2447,21734
2448,852
2449,12957
2450,18690
2451,1261
2452,19814
2453,9962
2454,14914
2455,3257
2456,320
2457,18996
2458,2203
2459,3189
2460,10053
2461,3758
2462,18462
2463,5367
2464,15431
2465,27055
2466,18343
2467,4196
2468,29754
2469,11370
2470,15821
2471,886
2472,2536
2473,17146
2474,16256
2475,17215
2476,867
2477,9517
2478,8907
2479,16103
2480,12948
2481,10911
2482,29134
2483,13223
2484,23568
2485,7951
2486,9686
2487,3626
2488,13622
2489,3478
2490,13575
2491,20769
2492,25177
2493,7168
2494,3120
2495,14741
2496,313
2497,24679
2498,19029
2499,24779
2500,27447
2501,29974
2502,26214
2503,4986
2504,12763
2505,28622
2506,16695
2507,12911
2508,9455
2509,4876
2510,19089
2511,6375
2512,9039
2513,4151
